dates,JPYBEI5Y,JPYBEI10Y,USDBEI5Y,USDBEI10Y,JPYZeroRate1M,JPYZeroRate5Y,JPYZeroRate10Y,USDZeroRate1M,USDZeroRate5Y,USDZeroRate10Y,JPYFXImpliedRate1M,JPYFXImpliedRate5Y,JPYFXImpliedRate10Y,USDJPYIV1MATM,USDJPYIV5YATM,USDJPYIV10YATM,USDJPY,NK225,SP500,NK225VolatilityIndex,SPXVolatilityIndex
2011/10/25 0:00,-0.00332,,1.66%,2.02%,0.14%,0.48%,1.03%,0.24%,1.34%,2.38%,-0.17%,-0.44%,0.18%,0.1042,0.152,0.18465,76.09,8762.31,1229.05,0.2754,0.3222
2011/10/26 0:00,-0.00347,,1.73%,2.08%,0.14%,0.45%,1.00%,0.25%,1.42%,2.48%,-0.19%,-0.42%,0.27%,0.10835,0.150075,0.18475,76.18,8748.47,1242,0.2744,0.2986
2011/10/27 0:00,-0.00333,,1.82%,2.18%,0.14%,0.47%,1.03%,0.25%,1.50%,2.65%,-0.17%,-0.37%,0.44%,0.1022,0.149675,0.18505,75.95,8926.54,1284.59,0.25,0.2546
2011/10/28 0:00,-0.00319,,1.81%,2.15%,0.14%,0.48%,1.05%,0.25%,1.43%,2.55%,-0.19%,-0.40%,0.36%,0.09735,0.14975,0.1862,75.82,9050.47,1285.09,0.2352,0.2453
2011/10/31 0:00,-0.00313,,1.76%,2.08%,0.14%,0.49%,1.05%,0.25%,1.29%,2.36%,-0.39%,-0.44%,0.21%,0.1022,0.146575,0.1845,78.17,8988.39,1253.3,0.2427,0.2996
2011/11/1 0:00,-0.00326,,1.75%,2.05%,0.14%,0.47%,1.01%,0.25%,1.25%,2.24%,-0.73%,-0.44%,0.22%,0.1051,0.14765,0.1855,78.37,8835.52,1218.28,0.2603,0.3477
2011/11/2 0:00,,,1.80%,2.09%,0.14%,0.46%,1.02%,0.25%,1.21%,2.22%,-0.45%,-0.44%,0.22%,0.09975,0.146625,0.18445,78.05,8640.42,1237.9,0.2873,0.3274
2011/11/3 0:00,,,1.81%,2.10%,0.14%,0.46%,1.02%,0.25%,1.26%,2.32%,-0.44%,-0.42%,0.27%,0.0959,0.145675,0.1825,78.06,,1261.16,,0.305
2011/11/4 0:00,,,1.83%,2.12%,0.14%,0.45%,1.00%,0.25%,1.22%,2.27%,-0.35%,-0.43%,0.22%,0.0931,0.1453,0.1825,78.24,8801.4,1253.23,0.2633,0.3016
2011/11/7 0:00,,,1.85%,2.14%,0.14%,0.45%,1.00%,0.25%,1.25%,2.27%,-0.33%,-0.41%,0.30%,0.092,0.145875,0.1828,78.05,8767.09,1261.12,0.2747,0.2985
2011/11/8 0:00,,,1.83%,2.13%,0.14%,0.45%,1.00%,0.25%,1.28%,2.32%,-0.23%,-0.41%,0.32%,0.09205,0.146575,0.1832,77.73,8655.51,1275.92,0.2785,0.2748
2011/11/9 0:00,,,1.75%,2.02%,0.14%,0.45%,1.00%,0.25%,1.27%,2.23%,-0.39%,-0.44%,0.22%,0.0937,0.147325,0.1835,77.82,8755.44,1229.1,0.2551,0.3616
2011/11/10 0:00,-0.00354,,1.82%,2.09%,0.14%,0.45%,0.99%,0.25%,1.32%,2.30%,-0.35%,-0.46%,0.20%,0.0929,0.147125,0.18295,77.65,8500.8,1239.69,0.3094,0.3281
2011/11/11 0:00,-0.00344,,1.82%,2.09%,0.14%,0.45%,0.99%,0.25%,1.31%,2.28%,-0.37%,-0.46%,0.22%,0.0935,0.14925,0.1837,77.2,8514.47,1263.86,0.287,0.3004
2011/11/14 0:00,-0.00349,,1.78%,2.06%,0.14%,0.46%,1.00%,0.25%,1.35%,2.32%,-0.39%,-0.45%,0.23%,0.094025,0.148775,0.183,77.07,8603.7,1251.78,0.2702,0.3113
2011/11/15 0:00,-0.00352,,1.70%,2.02%,0.14%,0.45%,0.99%,0.25%,1.34%,2.31%,-0.40%,-0.49%,0.21%,0.0944,0.14885,0.18275,77.03,8541.93,1257.81,0.266,0.3122
2011/11/16 0:00,-0.0037,,1.59%,1.94%,0.14%,0.45%,0.98%,0.25%,1.33%,2.27%,-0.43%,-0.53%,0.17%,0.0931,0.1491,0.1831,77.06,8463.16,1236.91,0.293,0.3351
2011/11/17 0:00,-0.00371,,1.54%,1.92%,0.14%,0.45%,0.98%,0.25%,1.33%,2.22%,-0.46%,-0.58%,0.09%,0.091,0.14935,0.1831,76.98,8479.63,1216.13,0.2779,0.3451
2011/11/18 0:00,,,1.59%,1.97%,0.14%,0.46%,0.97%,0.26%,1.36%,2.24%,-0.45%,-0.63%,0.15%,0.08815,0.149925,0.18295,76.91,8374.91,1215.65,0.2806,0.32
2011/11/21 0:00,,,1.53%,1.91%,0.14%,0.47%,0.97%,0.26%,1.34%,2.20%,-0.45%,-0.68%,0.08%,0.08945,0.15055,0.18335,76.89,8348.27,1192.98,0.2862,0.3291
2011/11/22 0:00,-0.00332,,1.53%,1.89%,0.14%,0.47%,0.98%,0.26%,1.32%,2.16%,0.20%,-0.70%,0.05%,0.08815,0.15085,0.18385,76.97,8314.74,1188.04,0.2827,0.3197
2011/11/23 0:00,-0.0033,,1.55%,1.91%,0.14%,0.47%,0.98%,0.26%,1.34%,2.15%,0.20%,-0.69%,0.05%,0.0901,0.15085,0.1839,77.31,,1161.79,,0.3398
2011/11/24 0:00,-0.00319,,1.55%,1.91%,0.14%,0.50%,1.03%,0.26%,1.33%,2.15%,0.26%,-0.65%,0.25%,0.0882,0.1509,0.18395,77.12,8165.18,,0.3023,
2011/11/25 0:00,-0.00289,,1.57%,1.94%,0.14%,0.52%,1.08%,0.26%,1.38%,2.22%,-0.41%,-0.64%,0.18%,0.0922,0.15155,0.18475,77.73,8160.01,1158.67,0.2929,0.3447
2011/11/28 0:00,-0.00262,,1.60%,1.97%,0.14%,0.54%,1.09%,0.26%,1.37%,2.22%,0.26%,-0.62%,0.18%,0.09385,0.1515,0.184,77.98,8287.49,1192.55,0.2829,0.3213
2011/11/29 0:00,-0.00244,,1.64%,2.00%,0.14%,0.54%,1.09%,0.27%,1.36%,2.23%,0.28%,-0.63%,0.17%,0.0934,0.15155,0.184,77.93,8477.82,1195.19,0.263,0.3064
2011/11/30 0:00,-0.00249,,1.68%,2.06%,0.14%,0.53%,1.09%,0.27%,1.33%,2.29%,-0.71%,-0.50%,0.30%,0.0934,0.15245,0.1846,77.62,8434.61,1246.96,0.258,0.278
2011/12/1 0:00,-0.0025,,1.69%,2.06%,0.14%,0.52%,1.08%,0.27%,1.38%,2.32%,-0.80%,-0.47%,0.26%,0.08735,0.153075,0.185,77.7,8597.38,1244.58,0.249,0.2741
2011/12/2 0:00,-0.00259,,1.69%,2.06%,0.14%,0.51%,1.07%,0.27%,1.34%,2.27%,-1.08%,-0.53%,0.18%,0.0828,0.1535,0.1851,77.99,8643.75,1244.28,0.2342,0.2752
2011/12/5 0:00,-0.00258,,1.70%,2.07%,0.14%,0.50%,1.06%,0.27%,1.33%,2.25%,-1.03%,-0.55%,0.12%,0.0825,0.15335,0.18555,77.82,8695.98,1257.08,0.2178,0.2784
2011/12/6 0:00,-0.00257,,1.66%,2.09%,0.14%,0.50%,1.05%,0.28%,1.33%,2.29%,-0.86%,-0.53%,0.19%,0.07925,0.1533,0.1855,77.73,8575.16,1258.47,0.2285,0.2813
2011/12/7 0:00,-0.0025,,1.62%,2.05%,0.14%,0.51%,1.06%,0.28%,1.27%,2.22%,-0.61%,-0.51%,0.16%,0.0775,0.1527,0.1854,77.68,8722.17,1261.01,0.2201,0.2867
2011/12/8 0:00,-0.00244,,1.56%,1.99%,0.14%,0.49%,1.04%,0.28%,1.22%,2.16%,-0.75%,-0.56%,0.12%,0.082275,0.1528,0.18545,77.64,8664.58,1234.35,0.226,0.3059
2011/12/9 0:00,-0.0026,,1.58%,2.03%,0.14%,0.49%,1.02%,0.28%,1.27%,2.26%,-0.81%,-0.57%,0.11%,0.0821,0.1529,0.1856,77.65,8536.46,1255.19,0.2461,0.2638
2011/12/12 0:00,-0.00254,,1.57%,2.05%,0.14%,0.49%,1.02%,0.28%,1.26%,2.22%,-0.74%,-0.59%,0.06%,0.08005,0.15345,0.1854,77.94,8653.82,1236.47,0.2232,0.2567
2011/12/13 0:00,-0.00268,,1.57%,2.02%,0.14%,0.47%,1.00%,0.28%,1.26%,2.17%,-0.71%,-0.62%,0.00%,0.0788,0.15345,0.1853,78,8552.81,1225.73,0.2239,0.2541
2011/12/14 0:00,-0.00272,,1.53%,1.95%,0.14%,0.48%,1.00%,0.28%,1.26%,2.10%,-0.82%,-0.68%,-0.10%,0.0784,0.15355,0.18525,78.07,8519.13,1211.82,0.2142,0.2604
2011/12/15 0:00,-0.00274,,1.54%,1.93%,0.14%,0.48%,1.00%,0.28%,1.27%,2.13%,-0.86%,-0.68%,-0.10%,0.0739,0.1524,0.18485,77.86,8377.37,1215.75,0.2163,0.2511
2011/12/16 0:00,-0.0028,,1.53%,1.91%,0.14%,0.47%,0.99%,0.28%,1.23%,2.08%,-0.69%,-0.68%,-0.13%,0.0709,0.150825,0.18325,77.76,8401.72,1219.66,0.2054,0.2429
2011/12/19 0:00,-0.0028,,1.56%,1.93%,0.14%,0.48%,1.00%,0.29%,1.25%,2.05%,-0.66%,-0.68%,-0.17%,0.0734,0.1502,0.1831,78.05,8296.12,1205.35,0.2254,0.2492
2011/12/20 0:00,-0.00281,,1.64%,2.04%,0.14%,0.48%,1.00%,0.29%,1.29%,2.15%,-0.56%,-0.65%,-0.06%,0.07025,0.150125,0.18215,77.89,8336.48,1241.31,0.2162,0.2322
2011/12/21 0:00,,,1.63%,2.05%,0.14%,0.48%,1.00%,0.29%,1.32%,2.19%,-0.53%,-0.65%,,0.07095,0.149825,0.1819,78.06,8459.98,1243.72,0.2024,0.2143
2011/12/22 0:00,-0.0026,,1.58%,2.03%,0.14%,0.47%,0.99%,0.29%,1.32%,2.17%,-0.56%,-0.64%,,0.0724,0.1498,0.18185,78.17,8395.16,1254,0.1979,0.2116
2011/12/23 0:00,-0.00263,,1.62%,2.08%,,,,0.29%,1.38%,2.25%,-0.57%,-0.64%,,0.0734,0.149775,0.1819,78.09,,1265.33,,0.2073
2011/12/26 0:00,-0.00255,,1.62%,2.08%,0.14%,0.48%,1.00%,0.29%,1.38%,2.26%,-0.53%,-0.63%,,0.0747,0.15,0.1824,77.98,8479.34,,0.205,
2011/12/27 0:00,-0.00245,,1.59%,2.05%,0.14%,0.49%,1.01%,0.29%,1.37%,2.23%,-0.47%,-0.63%,-0.01%,0.07605,0.15,0.1821,77.88,8440.56,1265.43,0.2084,0.2191
2011/12/28 0:00,-0.00224,,1.56%,1.99%,0.15%,0.49%,1.02%,0.30%,1.32%,2.14%,-0.20%,-0.62%,0.04%,0.0761,0.15,0.18265,77.94,8423.62,1249.64,0.2078,0.2352
2011/12/29 0:00,-0.0022,,1.56%,1.97%,0.14%,0.49%,1.01%,0.30%,1.28%,2.12%,-0.22%,-0.63%,0.02%,0.078375,0.1503,0.1828,77.64,8398.89,1263.02,0.2054,0.2265
2011/12/30 0:00,-0.00212,,1.55%,1.95%,0.14%,0.48%,1.00%,0.30%,1.24%,2.09%,-0.22%,-0.69%,-0.02%,0.07905,0.1505,0.18365,76.91,8455.35,1257.61,0.2148,0.234
2012/1/2 0:00,,,1.55%,1.95%,,,,0.30%,1.24%,2.09%,-0.21%,-0.63%,-0.02%,0.08195,0.1505,0.1828,76.9,,,,
2012/1/3 0:00,,,1.59%,2.00%,0.14%,0.47%,1.00%,0.30%,1.29%,2.16%,-0.09%,-0.60%,0.03%,0.081125,0.150975,0.18205,76.74,,1277.06,,0.2297
2012/1/4 0:00,,,1.65%,2.07%,0.14%,0.48%,1.02%,0.30%,1.27%,2.18%,-0.08%,-0.58%,0.04%,0.07525,0.1492,0.1818,76.72,8560.11,1277.3,0.2158,0.2222
2012/1/5 0:00,-0.00201,,1.69%,2.11%,0.14%,0.48%,1.01%,0.30%,1.26%,2.19%,-0.13%,-0.57%,0.07%,0.07675,0.1495,0.1825,77.12,8488.71,1281.06,0.2144,0.2148
2012/1/6 0:00,-0.002,,1.66%,2.09%,0.14%,0.49%,1.02%,0.30%,1.22%,2.16%,-0.11%,-0.56%,0.08%,0.07475,0.148725,0.1815,76.97,8390.35,1277.81,0.208,0.2063
2012/1/9 0:00,-0.002,,1.67%,2.10%,0.14%,0.48%,1.02%,0.30%,1.21%,2.16%,-0.09%,-0.56%,0.10%,0.0714,0.148275,0.18125,76.86,,1280.7,,0.2107
2012/1/10 0:00,,,1.65%,2.06%,0.14%,0.48%,1.01%,0.30%,1.21%,2.17%,-0.06%,-0.56%,0.07%,0.06645,0.1474,0.18085,76.85,8422.26,1292.08,0.2064,0.2069
2012/1/11 0:00,-0.00179,,1.63%,2.02%,0.14%,0.47%,1.00%,0.29%,1.17%,2.11%,-0.07%,-0.55%,0.11%,0.06805,0.1456,0.17905,76.85,8447.88,1292.48,0.2053,0.2105
2012/1/12 0:00,-0.00182,,1.63%,2.04%,0.14%,0.46%,0.98%,0.29%,1.17%,2.12%,-0.03%,-0.57%,0.10%,0.0691,0.146675,0.1791,76.76,8385.59,1295.5,0.204,0.2047
2012/1/13 0:00,-0.00173,,1.63%,2.01%,0.14%,0.45%,0.97%,0.29%,1.12%,2.07%,-0.10%,-0.57%,0.09%,0.0686,0.146775,0.1779,76.97,8500.02,1289.09,0.2062,0.2091
2012/1/16 0:00,-0.0018,,1.63%,2.01%,0.14%,0.45%,0.97%,0.28%,1.12%,2.06%,-0.06%,-0.57%,0.07%,0.071,0.1471,0.1782,76.78,8378.36,,0.2144,
2012/1/17 0:00,-0.00165,,1.66%,2.03%,0.14%,0.46%,0.98%,0.28%,1.12%,2.06%,-0.02%,-0.52%,0.12%,0.06855,0.1469,0.1777,76.83,8466.4,1293.67,0.2058,0.222
2012/1/18 0:00,-0.00162,,1.67%,2.06%,0.14%,0.46%,0.99%,0.28%,1.13%,2.10%,-0.04%,-0.49%,0.14%,0.06545,0.146625,0.1779,76.82,8550.58,1308.04,0.2051,0.2089
2012/1/19 0:00,-0.00169,,1.70%,2.10%,0.14%,0.47%,0.99%,0.28%,1.19%,2.17%,-0.05%,-0.49%,0.12%,0.0696,0.146775,0.17805,77.11,8639.68,1314.5,0.204,0.1987
2012/1/20 0:00,-0.00156,,1.69%,2.03%,0.14%,0.48%,1.01%,0.28%,1.22%,2.22%,-0.02%,-0.46%,0.15%,0.06785,0.14675,0.178,77.01,8766.36,1315.38,0.208,0.1828
2012/1/23 0:00,-0.0016,,1.70%,2.05%,0.14%,0.48%,1.02%,0.28%,1.23%,2.24%,0.02%,-0.46%,0.16%,0.0674,0.146475,0.1782,77.02,8765.9,1316,0.2142,0.1867
2012/1/24 0:00,-0.00159,,1.73%,2.07%,0.14%,0.49%,1.02%,0.28%,1.23%,2.25%,0.01%,-0.41%,0.16%,0.07795,0.147825,0.17985,77.67,8785.33,1314.66,0.2102,0.1891
2012/1/25 0:00,-0.00148,,1.79%,2.12%,0.14%,0.48%,1.02%,0.27%,1.11%,2.17%,0.01%,-0.42%,0.23%,0.078275,0.14775,0.1794,77.78,8883.69,1326.05,0.2107,0.1831
2012/1/26 0:00,-0.00142,,1.80%,2.11%,0.14%,0.47%,1.00%,0.27%,1.07%,2.11%,0.02%,-0.43%,0.15%,0.0691,0.146975,0.18015,77.45,8849.47,1318.43,0.2043,0.1857
2012/1/27 0:00,-0.0013,,1.82%,2.10%,0.14%,0.46%,0.99%,0.27%,1.05%,2.07%,-0.02%,-0.46%,0.10%,0.07,0.14705,0.17995,76.7,8841.22,1316.33,0.1998,0.1853
2012/1/30 0:00,-0.00119,,1.80%,2.10%,0.14%,0.46%,0.98%,0.27%,1.05%,2.03%,-0.09%,-0.47%,0.14%,0.0738,0.147,0.1804,76.35,8793.05,1313.01,0.2125,0.194
2012/1/31 0:00,-0.00075,,1.81%,2.10%,0.14%,0.46%,0.99%,0.26%,1.00%,1.97%,-0.10%,-0.50%,0.10%,0.07845,0.14715,0.18045,76.27,8802.51,1312.41,0.2073,0.1944
2012/2/1 0:00,-0.00075,,1.87%,2.13%,0.14%,0.46%,0.98%,0.26%,0.99%,1.99%,-0.05%,-0.49%,0.08%,0.0838,0.1471,0.18005,76.2,8809.79,1324.09,0.2069,0.1855
2012/2/2 0:00,-0.00064,,1.87%,2.14%,0.14%,0.45%,0.97%,0.26%,0.97%,1.99%,-0.02%,-0.48%,0.10%,0.08035,0.1474,0.1802,76.22,8876.82,1325.54,0.2064,0.1798
2012/2/3 0:00,-0.00065,,1.86%,2.16%,0.14%,0.47%,0.99%,0.26%,1.04%,2.10%,0.00%,-0.46%,0.09%,0.07275,0.14745,0.1796,76.6,8831.93,1344.9,0.2032,0.171
2012/2/6 0:00,-0.00036,,1.87%,2.18%,0.14%,0.47%,1.00%,0.26%,1.05%,2.08%,-0.02%,-0.45%,0.12%,0.0764,0.1475,0.1802,76.55,8929.2,1344.33,0.2095,0.1776
2012/2/7 0:00,-0.00036,,1.91%,2.20%,0.14%,0.47%,1.00%,0.26%,1.11%,2.16%,0.02%,-0.44%,0.13%,0.074725,0.14765,0.18085,76.76,8917.52,1347.05,0.2037,0.1765
2012/2/8 0:00,-0.00021,,1.91%,2.20%,0.14%,0.49%,1.02%,0.25%,1.12%,2.17%,0.02%,-0.43%,0.14%,0.07535,0.1478,0.1814,77.04,9015.59,1349.96,0.2101,0.1816
2012/2/9 0:00,-0.00018,,1.91%,2.19%,0.14%,0.48%,1.02%,0.25%,1.14%,2.19%,0.01%,-0.41%,0.14%,0.0773,0.14755,0.1811,77.67,9002.24,1351.95,0.2091,0.1863
2012/2/10 0:00,-0.00023,,1.90%,2.22%,0.14%,0.47%,1.01%,0.25%,1.11%,2.14%,-0.04%,-0.44%,0.14%,0.0746,0.147675,0.18105,77.61,8947.17,1342.64,0.2122,0.2079
2012/2/13 0:00,-0.0002,,1.94%,2.23%,0.14%,0.48%,1.01%,0.25%,1.13%,2.12%,-0.03%,-0.41%,0.15%,0.0731,0.1473,0.18055,77.57,8999.18,1351.77,0.2123,0.1904
2012/2/14 0:00,-0.00033,,1.93%,2.21%,0.14%,0.46%,0.99%,0.25%,1.10%,2.08%,-0.04%,-0.46%,0.13%,0.0794,0.14755,0.1813,78.44,9052.07,1350.5,0.1959,0.1954
2012/2/15 0:00,-0.00038,,1.93%,2.21%,0.14%,0.45%,0.99%,0.25%,1.07%,2.07%,-0.03%,-0.45%,0.17%,0.08005,0.14785,0.18115,78.43,9260.34,1343.23,0.2078,0.2114
2012/2/16 0:00,-0.0004,,1.98%,2.25%,0.14%,0.44%,0.98%,0.25%,1.14%,2.13%,-0.03%,-0.48%,0.12%,0.08535,0.14775,0.1812,78.94,9238.1,1358.04,0.2218,0.1922
2012/2/17 0:00,-0.00027,,1.97%,2.26%,0.14%,0.45%,0.99%,0.25%,1.15%,2.15%,-0.01%,-0.47%,0.13%,0.087225,0.14875,0.18215,79.55,9384.17,1361.23,0.2211,0.1778
2012/2/20 0:00,-0.0003,,1.97%,2.26%,0.14%,0.44%,0.98%,0.25%,1.15%,2.14%,-0.02%,-0.48%,0.15%,0.089025,0.1493,0.18295,79.63,9485.09,,0.2372,
2012/2/21 0:00,-0.00022,,2.03%,2.29%,0.14%,0.46%,1.00%,0.25%,1.20%,2.22%,-0.04%,-0.42%,0.19%,0.08485,0.148975,0.18265,79.74,9463.02,1362.21,0.215,0.1819
2012/2/22 0:00,-0.00018,,2.05%,2.31%,0.14%,0.46%,1.02%,0.24%,1.16%,2.16%,-0.03%,-0.43%,0.18%,0.0876,0.149175,0.18335,80.29,9554,1357.66,0.2122,0.1819
2012/2/23 0:00,-0.00021,,2.11%,2.31%,0.14%,0.46%,1.02%,0.24%,1.17%,2.16%,-0.05%,-0.41%,0.17%,0.0848,0.148775,0.1832,80,9595.57,1363.46,0.2136,0.168
2012/2/24 0:00,-0.00027,,2.11%,2.28%,0.14%,0.46%,1.01%,0.24%,1.18%,2.15%,-0.05%,-0.38%,0.19%,0.08935,0.14845,0.1831,81.2,9647.38,1365.74,0.2083,0.1731
2012/2/27 0:00,,,2.09%,2.26%,0.14%,0.46%,1.02%,0.24%,1.13%,2.09%,-0.05%,-0.42%,0.20%,0.093275,0.148675,0.1828,80.61,9633.93,1367.59,0.216,0.1819
2012/2/28 0:00,-0.00016,,2.07%,2.27%,0.14%,0.46%,1.01%,0.24%,1.11%,2.10%,-0.02%,-0.41%,0.21%,0.09675,0.149125,0.1832,80.46,9722.52,1372.18,0.2327,0.1796
2012/2/29 0:00,-0.00014,,2.06%,2.27%,0.14%,0.46%,1.01%,0.24%,1.12%,2.13%,-0.05%,-0.44%,0.16%,0.098375,0.148625,0.18275,81.15,9723.24,1365.68,0.2339,0.1843
2012/3/1 0:00,-0.00003,,2.08%,2.28%,0.14%,0.46%,1.02%,0.24%,1.15%,2.18%,-0.07%,-0.45%,0.17%,0.0956,0.148575,0.1825,81.12,9707.37,1374.09,0.2424,0.1726
2012/3/2 0:00,0.00013,,2.04%,2.24%,0.14%,0.46%,1.03%,0.24%,1.11%,2.13%,-0.09%,-0.44%,0.19%,0.09475,0.148575,0.18225,81.81,9777.03,1369.63,0.2258,0.1729
2012/3/5 0:00,0.00007,,2.04%,2.22%,0.14%,0.46%,1.03%,0.24%,1.13%,2.16%,-0.09%,-0.42%,0.23%,0.09695,0.148425,0.1825,81.56,9698.59,1364.34,0.2259,0.1805
2012/3/6 0:00,0.00021,,2.02%,2.18%,0.14%,0.46%,1.02%,0.24%,1.10%,2.09%,-0.09%,-0.44%,0.19%,0.10025,0.1482,0.18275,80.89,9637.63,1343.36,0.2196,0.2087
2012/3/7 0:00,0.00018,,2.07%,2.22%,0.14%,0.46%,1.02%,0.24%,1.12%,2.13%,-0.10%,-0.44%,0.20%,0.09915,0.148325,0.1825,81.09,9576.06,1352.63,0.2277,0.1907
2012/3/8 0:00,0.00032,,2.08%,2.25%,0.14%,0.47%,1.03%,0.24%,1.15%,2.16%,-0.08%,-0.43%,0.22%,0.09935,0.148125,0.18265,81.56,9768.96,1365.91,0.2228,0.1795
2012/3/9 0:00,0.00044,,2.12%,2.29%,0.14%,0.47%,1.03%,0.24%,1.16%,2.17%,-0.08%,-0.43%,0.21%,0.1069,0.148625,0.1825,82.46,9929.74,1370.87,0.2387,0.1711
2012/3/12 0:00,0.00035,,2.13%,2.29%,0.14%,0.46%,1.02%,0.24%,1.16%,2.17%,-0.07%,-0.43%,0.24%,0.108,0.149,0.18225,82.23,9889.86,1371.09,0.2293,0.1564
2012/3/13 0:00,0.00046,,2.18%,2.34%,0.14%,0.46%,1.03%,0.24%,1.24%,2.27%,-0.07%,-0.38%,0.29%,0.1046,0.149175,0.1822,82.94,9899.08,1395.95,0.2296,0.148
2012/3/14 0:00,0.00076,,2.19%,2.38%,0.14%,0.50%,1.10%,0.24%,1.34%,2.40%,-0.06%,-0.32%,0.35%,0.10515,0.150625,0.18345,83.73,10050.52,1394.28,0.2331,0.1531
2012/3/15 0:00,0.00108,,2.17%,2.39%,0.14%,0.51%,1.11%,0.24%,1.34%,2.43%,-0.07%,-0.31%,0.37%,0.1051,0.15155,0.1831,83.57,10123.28,1402.6,0.2275,0.1542
2012/3/16 0:00,0.00113,,2.16%,2.41%,0.14%,0.53%,1.13%,0.24%,1.36%,2.44%,-0.05%,-0.31%,0.35%,0.10305,0.15125,0.1834,83.43,10129.83,1404.17,0.2095,0.1447
2012/3/19 0:00,0.00114,,2.17%,2.43%,0.14%,0.51%,1.10%,0.24%,1.45%,2.54%,-0.08%,-0.31%,0.33%,0.10145,0.150925,0.1826,83.35,10141.99,1409.75,0.2061,0.1504
2012/3/20 0:00,0.00114,,2.15%,2.44%,0.14%,0.52%,1.11%,0.24%,1.47%,2.53%,-0.07%,-0.32%,0.32%,0.0996,0.14985,0.1832,83.7,,1405.52,,0.1558
2012/3/21 0:00,0.00116,,2.11%,2.40%,0.14%,0.51%,1.09%,0.24%,1.40%,2.45%,-0.08%,-0.31%,0.33%,0.10025,0.1506,0.18385,83.41,10086.49,1402.9,0.2087,0.1513
2012/3/22 0:00,0.00128,,2.07%,2.38%,0.14%,0.50%,1.08%,0.24%,1.38%,2.43%,-0.09%,-0.31%,0.33%,0.103,0.1507,0.18405,82.54,10127.08,1392.79,0.2002,0.1557
2012/3/23 0:00,0.00145,,2.07%,2.37%,0.14%,0.51%,1.09%,0.24%,1.35%,2.39%,-0.08%,-0.34%,0.33%,0.1062,0.15075,0.18375,82.35,10011.47,1397.11,0.2037,0.1482
2012/3/26 0:00,0.00156,,2.05%,2.36%,0.14%,0.50%,1.08%,0.24%,1.34%,2.40%,-0.08%,-0.36%,0.30%,0.10585,0.150625,0.18425,82.82,10018.24,1416.51,0.2049,0.1426
2012/3/27 0:00,0.00167,,2.07%,2.33%,0.14%,0.50%,1.08%,0.24%,1.26%,2.32%,-0.07%,-0.36%,0.30%,0.1019,0.150425,0.18435,83.17,10255.15,1412.52,0.2025,0.1559
2012/3/28 0:00,0.00174,,2.07%,2.33%,0.14%,0.48%,1.06%,0.24%,1.29%,2.34%,-0.05%,-0.32%,0.31%,0.09975,0.150225,0.18565,82.9,10182.57,1405.54,0.1968,0.1547
2012/3/29 0:00,0.00202,,2.05%,2.32%,0.14%,0.48%,1.05%,0.24%,1.25%,2.30%,-0.06%,-0.38%,0.26%,0.1024,0.15035,0.1859,82.46,10114.79,1403.28,0.1971,0.1548
2012/3/30 0:00,0.00277,,2.05%,2.34%,0.14%,0.49%,1.06%,0.24%,1.28%,2.37%,-0.04%,-0.30%,0.34%,0.1043,0.15125,0.1863,82.87,10083.56,1408.47,0.1942,0.155
2012/4/2 0:00,0.00313,,2.08%,2.37%,0.14%,0.49%,1.07%,0.24%,1.27%,2.35%,-0.02%,-0.34%,0.29%,0.10565,0.151325,0.18615,82.08,10109.87,1419.04,0.1894,0.1564
2012/4/3 0:00,0.0033,,2.07%,2.37%,0.14%,0.50%,1.08%,0.24%,1.38%,2.47%,-0.03%,-0.22%,0.45%,0.1075,0.1516,0.1862,82.81,10050.39,1413.38,0.1892,0.1566
2012/4/4 0:00,0.00339,,2.01%,2.31%,0.14%,0.50%,1.09%,0.24%,1.33%,2.41%,-0.05%,-0.34%,,0.1085,0.15165,0.18635,82.46,9819.99,1398.96,0.2023,0.1644
2012/4/5 0:00,0.00337,,1.99%,2.29%,0.14%,0.49%,1.06%,0.24%,1.30%,2.37%,-0.10%,-0.35%,0.28%,0.10605,0.15145,0.18635,82.37,9767.61,1398.08,0.1985,0.167
2012/4/6 0:00,0.00346,,1.94%,2.24%,0.14%,0.48%,1.05%,0.24%,1.19%,2.22%,-0.11%,-0.47%,0.13%,0.1036,0.151,0.18595,81.64,9688.45,,0.1995,
2012/4/9 0:00,0.00341,,1.94%,2.24%,0.14%,0.46%,1.01%,0.24%,1.20%,2.21%,-0.15%,-0.46%,0.12%,0.105125,0.151075,0.18575,81.49,9546.26,1382.2,0.2038,0.1881
2012/4/10 0:00,0.00361,,1.93%,2.25%,0.14%,0.45%,1.00%,0.24%,1.16%,2.16%,-0.09%,-0.43%,0.19%,0.10255,0.150925,0.18615,80.67,9538.02,1358.59,0.1987,0.2039
2012/4/11 0:00,0.00386,,1.99%,2.31%,0.14%,0.46%,0.99%,0.24%,1.18%,2.21%,-0.08%,-0.45%,0.16%,0.0997,0.150175,0.1854,80.86,9458.74,1368.71,0.2112,0.2002
2012/4/12 0:00,0.00401,,1.97%,2.31%,0.14%,0.45%,0.98%,0.24%,1.18%,2.23%,-0.07%,-0.45%,,0.09425,0.149075,0.1846,80.89,9524.79,1387.57,0.2026,0.172
